ID,Name,Release Date,Genres,Platforms,LaunchBefore2010
891720,Pirate Mosaic Puzzle. Caribbean Treasures,2018-08-03,Casual,windows;mac,NAO
891790,Devil Engine,2019-02-20,Action,windows,NAO
891850,Astrela Starlight,2018-08-22,Adventure;Indie;RPG;Simulation;Early Access,windows;mac;linux,NAO
891860,Riddles of the Owls Kingdom,2018-09-13,Casual;Free to Play;Indie,windows;mac,NAO
891870,King of Phoenix,2018-09-27,Casual;Simulation,windows;mac,NAO
891890,INFINITY RACER,2018-08-10,Action;Casual;Indie;Racing;Simulation;Sports,windows;mac,NAO
891920,THE ART - Puzzle,2018-08-03,Casual;Indie,windows,NAO
891950,Wagers of War,2018-08-08,Free to Play;Indie;Strategy,windows,NAO
891960,WebbVR: The James Webb Space Telescope Virtual Experience,2018-10-31,Casual;Free to Play;Simulation,windows,NAO
892020,Robots 2 Unknown World,2018-07-13,Action;Adventure;Casual;Indie,windows,NAO
892130,The Searcher Wild West Adventure,2018-07-12,Adventure;Casual;Indie;Massively Multiplayer;Simulation,windows,NAO
892170,ShapeSim - Construction Set,2018-08-06,Free to Play;Simulation;Animation & Modeling;Design & Illustration;Game Development,windows,NAO
892180,Powernode,2019-02-27,Action;Casual;Indie;Simulation,windows;mac;linux,NAO
892210,GUNGRAVE VR,2019-03-06,0,"XSEED Games;Marvelous USA,NAO
892380,Dr Greenstuff,2018-10-31,Indie;Simulation;Early Access,windows,NAO
892420,懒人修仙传,2018-11-14,Casual;Indie;RPG;Simulation,windows,NAO
892440,Exodus: Proxima Centauri,2018-08-17,0,"Offworld Games,NAO
892470,BVRGER VAN,2018-07-27,Casual;Indie;Strategy,windows,NAO
892490,Fish Catcher,2018-07-13,Action;Casual;Indie,windows,NAO
892510,Slay Together,2019-01-31,Action;Adventure;Casual;Free to Play;Early Access,windows,NAO
892550,Beauty and the Beast: Hidden Object Fairy Tale. HOG,2018-08-07,Adventure;Casual;Indie,windows;mac,NAO
892560,PaulPaul - Act 1,2018-07-25,Adventure;Free to Play;Indie,windows,NAO
892630,Mojo: Hanako,2018-07-27,Casual;Free to Play;Indie;RPG,windows,NAO
892640,"FAN'CIE VEER! (Fish Are Nasty,Cake Is Excellent Vektor Evading Emblazed Rapture)",Single-player;Steam Achievements;Steam Leaderboards,ZaxtorGameS,NAO
892650,Play With Kizami,2018-08-09,Nudity;Adventure;Casual;Indie;RPG;Simulation,windows,NAO
892690,Daemon_9,2018-10-31,Indie,windows;mac;linux,NAO
892760,Seed of Evil,2018-11-01,Adventure;Indie;RPG,windows,NAO
892780,Sanguine Sanctum,2018-09-07,Indie,windows;mac,NAO
892830,VRITRA COMPLETE EDITION,2018-08-30,Action;Casual;Indie,windows,NAO
892880,Chocolate makes you happy 7,2018-07-13,Casual;Indie,windows,NAO
892900,Emoto,2018-09-26,0,"Guangzhou little lamb Animation Technology Co.,NAO
892910,Space Wars,2018-07-23,Action;Casual;Indie,windows;mac;linux,NAO
892930,Sonar Beat,2019-01-22,Indie,windows;mac,NAO
892960,Dimension Of Gameth,2019-03-26,Free to Play;Indie;Strategy,windows,NAO
893010,Slave's Sword,2018-12-13,Adventure;Indie;RPG,windows,NAO
893020,Slave's Sword 2,2019-02-21,Indie;RPG,windows,NAO
893030,Music Racer,2018-07-20,Action;Casual;Indie;Racing,windows,NAO
893040,Jelly Wants More,2018-08-03,Indie,windows;mac,NAO
893050,Hasbro's BATTLESHIP,2018-08-14,Casual;Strategy,windows,NAO
893060,WAyE,2018-07-20,Adventure;Casual;Indie;Simulation;Strategy,windows,NAO
893070,The End: Inari's Quest,2018-07-24,Action;Adventure;Indie,windows,NAO
893090,Mad Factory,2018-09-20,Casual;Indie;Simulation,windows,NAO
893140,Gold Digger Maze,2018-07-24,Adventure;Casual;Indie,windows;mac;linux,NAO
893150,Fury Strike,2018-08-17,Action;Free to Play,windows,NAO
893170,MYSTERY HOUSE : SECRET STEALTH,2018-07-19,Violent;Gore;Action;Adventure;Indie;Racing;RPG;Simulation;Strategy,windows;mac,NAO
893180,Catherine Classic,2019-01-10,Adventure,windows,NAO
893330,Voxel Race,2018-11-06,Casual;Indie;Racing,windows,NAO
893350,Malfortune,2018-07-31,Action;Adventure;Indie,windows,NAO
893390,Meridian 59,2018-08-28,Free to Play;Indie;Massively Multiplayer;RPG,windows,NAO
893450,Life After The Living,2018-07-24,Violent;Gore;Action;Adventure;Indie;Simulation;Early Access,windows,NAO
893460,NightmareBullet,2018-07-18,Sexual Content;Action,windows,NAO
893470,Salary Man Escape,2018-09-18,Casual;Indie,windows,NAO
893480,For the Revenge,2018-08-16,Action;Adventure;Casual;Indie,windows,NAO
893490,Team A.R.G. Anthology,2018-07-30,Casual;Indie,windows;linux,NAO
893510,Waifu Bay Resort,2018-09-21,Indie;Strategy,windows;mac,NAO
893520,Creative Destruction,2018-08-02,Action;Adventure;Casual;Massively Multiplayer,windows,NAO
893560,Spire of Sorcery – Character Generator / 角色生成器,2018-10-04,Indie;RPG,windows,NAO
893570,Short Life,2018-11-14,Adventure;Indie;Simulation,windows,NAO
893590,Monopolist: Technological Revolution,2018-07-26,Indie;Simulation;Strategy,windows,NAO
893610,Skautfold: Into the Fray,2018-12-05,Action;Indie;RPG,windows,NAO
893620,Azurael's Circle: Chapter 2,2018-09-03,Adventure;Indie,windows,NAO
893640,Dances with Butterflies VR,2019-04-18,Casual;Free to Play;Simulation,windows,NAO
893650,CSI VR: Crime Scene Investigation,2018-09-05,Action;Adventure;Indie;Simulation;Strategy;Early Access,windows,NAO
893680,Project Warlock,2018-12-06,Action;Indie,windows,NAO
893690,Rikki & Vikki,2018-12-26,Action;Indie,windows,NAO
893710,Mercenary Leto,2018-08-28,Action;Indie;Early Access,windows,NAO
893730,Viki Spotter: Camping,2018-07-18,Casual;Free to Play;Indie,windows;mac;linux,NAO
893740,Memory Trainer,2018-07-19,Casual;Indie,windows;mac;linux,NAO
893790,Newfound Courage,2019-03-22,Adventure;Indie;Simulation,windows;mac,NAO
893870,Trials of Ascension: Exile,2018-07-26,Action;Adventure;RPG;Early Access,windows,NAO
893940,Super GMA,2018-08-16,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,LLC.",NAO
893960,Running Naked Simulator 2019,2018-10-22,Action;Casual;Indie;Simulation,windows,NAO
894000,Night of the Blood Moon,2019-01-21,Action;Adventure;RPG,windows;mac;linux,NAO
894010,Battle Of Worldviews,2018-07-26,Indie;Strategy,windows,NAO
894050,George's Memories EP.1,2018-07-21,Adventure;Casual;Indie;Simulation,windows,NAO
894070,Unmanned helicopter,2018-07-20,Indie;Simulation,windows,NAO
894110,PIDO1,2018-07-18,Adventure;Casual;Indie,windows;mac;linux,NAO
894120,Ghostman: The Council Calamity,2018-07-26,Adventure,windows,NAO
894160,Oh Boy Cheese,2018-08-03,Action;Casual;Indie,windows,NAO
894270,Beware of Trains,2019-01-22,Violent;Action;Casual;Indie;Strategy,windows,NAO
894310,Finding Light,2018-10-14,Casual;Indie;RPG,windows,NAO
894330,One Hunt,2018-07-25,Action;Adventure;Indie;Simulation;Early Access,windows,NAO
894340,Beat the Song,2018-08-28,Indie,windows,NAO
894380,Exoplanet,2018-07-25,Adventure;Casual;Free to Play;Simulation,windows,NAO
894390,Bernie’s Nightmare,2018-07-28,Action;Adventure;Casual;Indie;Simulation;Strategy,windows;mac;linux,NAO
894420,Duke Dashington Remastered,2018-11-16,Action;Adventure;Indie,windows;mac,NAO
894450,Project Defense,2018-07-19,Action;Adventure;Casual;Indie;Strategy,windows,NAO
894460,Crimson Gray: Dusk and Dawn,2018-10-05,Casual;Indie;Simulation,windows;mac;linux,NAO
894540,ShyChess,2018-08-03,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG,windows,NAO
894570,Supaplex HARD,2018-08-27,Action;Casual;Indie,windows;mac,NAO
894630,Final Theory,2018-09-21,Indie;Strategy,windows,NAO
894730,The Chronicles of Noah's Ark,2018-07-19,Adventure;Casual;Indie,windows,NAO
894740,Cosmic Ray,2018-09-28,Action;Adventure;Casual;Indie,windows,NAO
894750,L-Way,2018-07-26,Casual;Indie,windows,NAO
894790,Invaders! From Outer Space,2018-09-11,Action;Casual;Indie,windows,NAO
894820,Trumpy Wall,2018-08-10,Action;Casual;Indie;Racing,windows,NAO
894830,Hanz Puppetguns,2018-08-15,Action;Free to Play;Indie;Massively Multiplayer,windows,NAO
894890,Stalked at Night,2018-07-26,Action;Adventure;Indie,windows,NAO
894900,Speedy Girls - Dream Team,2018-09-27,Indie,windows;mac,NAO
894920,ZKILLER,2018-07-25,Action;Free to Play;Indie;Early Access,windows,NAO
894930,The Cage,2018-09-21,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
895060,My House,2019-02-15,Casual;Indie;Simulation;Early Access,windows,NAO
895080,Warrecs,2018-07-31,Action;Free to Play;Indie;Massively Multiplayer;Strategy,windows,NAO
895120,Dog Jam,2018-10-12,Casual;Indie;Strategy,windows,NAO
895140,JJBoom,2018-09-12,Action;Casual;Indie;Strategy;Early Access,windows;mac,NAO
895150,Endless Battle,2019-01-02,Action;Casual;Free to Play;Massively Multiplayer,windows,NAO
895170,Drop Up,2018-08-07,Action;Casual;Indie,windows,NAO
895180,Majin Woman,2018-08-01,Action;Indie,windows,NAO
895210,On Board Remastered,2018-10-04,Adventure;Casual;Indie,windows,NAO
895220,Leaflet Love Story,2018-08-20,Adventure;Casual;Indie;RPG,windows,NAO
895330,Unblock: The Parking,2018-07-23,Casual;Indie,windows;mac;linux,NAO
895360,Sandy Path,2018-07-26,Adventure;Indie,windows,NAO
895370,DollKart,2018-08-01,Racing,windows;linux,NAO
895380,Space Hodsola 2,2018-07-29,Action;Adventure;Indie,windows,NAO
895420,Path of Sin: Greed,2018-08-30,Adventure;Casual,windows;mac;linux,NAO
895430,From The Sky: New Horizon,2018-08-02,Adventure;Casual;Indie,windows,NAO
895470,EW/WE,2018-08-05,Indie,windows,NAO
895550,Total 15,2018-08-10,Casual;Indie,windows,NAO
895570,Fairy Rescue,2018-08-03,Casual;Indie,windows;mac;linux,NAO
895580,Yoga Lesson VR,2018-08-01,Indie;RPG;Simulation,windows,NAO
895600,Mojo,2018-08-03,Casual;Indie;RPG,windows,NAO
895610,Where's Baby,2019-04-02,Action;Casual,windows;mac,NAO
895650,Save The Cookie,2018-10-30,Action;Casual;Indie,windows,NAO
895670,Armajet,2018-09-25,Action;Early Access,windows;mac,NAO
895710,ELECTRONIC STOCK TRADING SYSTEM,2018-08-31,Simulation;Strategy,windows,NAO
895750,The Adventures of Mr. Fluffykins,2018-09-17,Action;Adventure;Casual;Indie,windows,NAO
895820,Kokorogawari,2018-08-30,Casual;Indie;Simulation,windows;mac;linux,NAO
895850,URO,2018-11-21,Adventure;Casual;Indie,windows,NAO
895860,WitchAction,2018-11-21,Action;Adventure;Casual;Indie,windows,NAO
895890,GrabBag,2018-08-14,Action;Casual,windows,NAO
895920,美丽新世界i Brave New World i,2018-09-30,Adventure;Casual;RPG,windows,NAO
895930,Maze Quest 1: The Forest,2018-08-31,Casual,windows;linux,NAO
895940,Atlantic Edge,2018-09-07,Action;Indie;Simulation;Early Access,windows,NAO
895960,Save Them,2018-08-07,Indie,windows,NAO
895980,《古斯塔奥：帝国重生》Gustavo Kingdom Rebirth,2018-07-17,Action;Adventure;Indie;RPG;Early Access,windows,NAO
895990,水时钟-Water_Clock,2018-09-05,Adventure;Casual;Indie;RPG,windows;mac,NAO
896030,Fortissimo FA INTL Ver,2018-08-23,Adventure;Indie;Simulation,windows,NAO
896040,The Impure,2018-08-07,Action;Adventure;Casual;Indie;Early Access,windows,NAO
896070,Second Hazardous Course,2018-07-26,Action;Adventure;Indie,windows,NAO
896110,Crime Stories : Days of Vengeance,2018-07-21,Adventure;Casual;Indie,windows,NAO
896160,Evil Bank Manager,2018-12-07,Indie;Simulation;Strategy,windows,NAO
896170,My Fox Sister|我的妖狐妹妹,2019-02-04,Adventure;Casual,windows,NAO
896180,Nazi 2,2018-07-21,Violent;Action;Casual;Indie;Simulation,windows,NAO
896220,Dangerous Skies 80's edition,2018-07-23,Action;Casual;Indie,windows,NAO
896240,The Grand Museum VR,2018-07-20,Adventure;Casual;Indie;Simulation,windows,NAO
896340,To Leave,2018-10-04,Adventure;Indie,windows;mac;linux,NAO
896350,Symphonics: Make Music in VR,2018-09-06,Indie;Simulation,windows,NAO
896370,Navigator,2018-07-30,Casual;Indie,windows;linux,NAO
896380,Before Nightfall,2018-07-28,Adventure;Indie;Simulation,windows,NAO
896400,Alien Attack: Pocket Edition,2018-08-01,Action;Casual;Indie;Simulation,windows,NAO
896420,Starless Night,2018-07-31,Adventure;Casual;Indie,windows,NAO
896460,Lucah: Born of a Dream,2018-08-21,Action;Indie;RPG,windows;mac;linux,NAO
896500,Whispering Flames,2018-11-17,Casual;Indie,windows,NAO
896510,Norpon,2019-02-25,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,windows,NAO
896550,The Sea Between,2018-11-12,RPG,windows;mac,NAO
896570,PUZZLE: CATS & DOGS,2018-07-21,Casual;Indie,windows,NAO
896590,MilMo,2018-08-02,Action;Adventure;Free to Play;Massively Multiplayer;RPG,windows;mac,NAO
896650,End War RTS,2018-07-31,Casual;Indie;Simulation;Strategy,windows,NAO
896700,Extreme Drifters,2018-07-25,Action;Racing;Simulation;Sports,windows;mac,NAO
896730,Dare Course,2018-07-29,Indie;Simulation;Sports,windows;mac,NAO
896850,Car Crash Online,2018-07-28,Massively Multiplayer;Racing;Simulation;Sports,windows,NAO
896860,Everything Will Flow 万物皆逝,2018-07-29,Adventure;Casual;Indie;Simulation,windows,NAO
896880,Bouncing Over It with friends,2018-08-08,Action;Adventure;Casual;Indie,windows,NAO
896890,VR Paradise,2018-12-14,Free to Play;Indie;Simulation;Early Access,windows,NAO
896960,DreamWorks Dragons: Dawn of New Riders,2019-02-15,Adventure,windows,NAO
896970,Haunted Halls: Revenge of Doctor Blackmore Collector's Edition,2018-07-27,Adventure;Casual,windows,NAO
896990,Dark Tales: Edgar Allan Poe's The Tell-Tale Heart Collector's Edition,2018-08-01,Adventure;Casual,windows,NAO
897000,Love Chronicles: A Winter's Spell Collector's Edition,2018-08-03,Adventure;Casual,windows,NAO
897010,Surface: Return to Another World Collector's Edition,2018-08-06,Adventure;Casual,windows,NAO
897020,Awakening: Moonfell Wood,2018-08-10,Adventure;Casual,windows,NAO
897030,Paratopic,2018-09-06,Adventure;Indie,windows;mac;linux,NAO
897040,Nazi Bunker,2018-07-20,Action;Adventure;Casual;Indie,windows,NAO
897100,Escape Black Orion VR,2018-09-23,Adventure;Indie,windows,NAO
897210,Omicroid,2018-09-10,Casual;Simulation;Strategy,windows,NAO
897270,无法传达的话语（Words cannot convey）,2018-08-02,Casual;RPG,windows,NAO
897290,Triggerun,2018-09-18,Action;Free to Play;Massively Multiplayer,windows,NAO
897300,Hacked: Hentai prison,2018-09-11,Adventure;Casual;Indie;Early Access,windows,NAO
897330,Coloring Pixels,2018-08-17,Casual;Free to Play;Indie,windows;mac,NAO
897360,Urban Explorer Golf,2018-07-30,Casual;Indie,windows,NAO
897390,Full Metal Renegade,2018-08-05,Action,windows;mac,NAO
897400,Driftpunk Racer,2018-08-29,Racing;Simulation,windows;mac,NAO
897420,The Christmas Gifts,2018-10-05,Action;Adventure;Casual;Indie,windows;linux,NAO
897440,Leviathan ~A Survival RPG~,2018-11-29,Adventure;Indie;RPG,windows,NAO
897530,Retroids,2018-08-06,Action;Casual;Indie;Early Access,windows,NAO
897550,Study of Unusual: Forest of Secrets,2018-07-24,Casual;Indie;Simulation;Strategy,windows,NAO
897630,Death Fungeon,2018-08-17,Adventure;Indie,windows,NAO
897690,Ding Dong VR,2018-08-03,Action;Casual;Indie,windows,NAO
897700,Bladequest,2018-08-10,Action;Adventure;Casual;RPG,windows,NAO
897760,PUT ANNA,2018-08-09,Adventure;Indie;RPG,windows,NAO
897770,Solar Fighters,2018-09-30,Action;Indie;Early Access,windows,NAO
897800,Arcane Golf,2018-07-26,Casual;Indie,windows,NAO
897820,Reigns: Game of Thrones,2018-10-18,Adventure;Indie;RPG,windows;mac;linux,NAO
897830,The Queen of Blackwood High,2019-02-15,Casual;Indie;Simulation,windows;mac;linux,NAO
897880,The Occluder,2018-11-16,Casual;Indie,windows,NAO
897910,Sandhill Architectures,2018-08-17,Simulation;Early Access,windows;mac;linux,NAO
897940,High Cats,2018-07-27,Indie;Racing,windows,NAO
897950,King of the Dead,2018-09-17,Action;Adventure;Casual;Indie;Early Access,windows,NAO
898000,Uventa,2018-08-24,Violent;Gore;Indie,windows,NAO
898040,Whirlygig,2018-07-25,Casual;Indie,windows,NAO
898080,everybody's sad,2019-02-05,Indie,windows,NAO
898090,立方杀阵（Cubic Kill Array）,2018-08-02,Violent;Gore;Action;Adventure;Indie;Strategy,windows,NAO
898120,Temple of the Lost,2018-09-11,Adventure;Casual;Indie,windows,NAO
898160,Hotel Remorse,2018-07-27,Violent;Action;Indie,windows,NAO
898170,Grid Gunner,2018-07-27,Action;Indie;Racing,windows,NAO
898180,Pull Me Out,2018-07-26,Action;Casual;Indie,windows,NAO
898240,Kinkshamed,2018-08-05,Sexual Content;Nudity;Casual;Indie;RPG,windows,NAO
898250,PackageRun,2018-08-03,Adventure;Casual;Indie,windows,NAO
898260,Juliantli,2018-08-30,Casual;Indie,windows;mac,NAO
898290,V.O.I.D.,2018-11-28,Action;Adventure;Indie,windows,NAO
898320,Synth Ninja,2018-07-27,Casual;Indie;Early Access,windows,NAO
898340,Puzzles and Board Games Mega Collection,2018-07-25,Casual,windows,NAO
898380,Color Party,2018-07-25,Casual;Indie,windows,NAO
898440,Turing Tumble VR,2018-08-01,Indie;Simulation;Strategy;Early Access,windows,NAO
898450,UBERMOSH:SANTICIDE,2018-07-27,Action;Indie,windows,NAO
898460,Outback Survival,2018-09-19,Action;Indie;Early Access,windows,NAO
898530,Waifu Master,2018-08-19,Adventure;Indie;Simulation;Strategy,windows;mac,NAO
898540,Catgirl Magic: Furry Duel,2018-08-24,Indie,windows;mac,NAO
898580,Premium Bowling,2018-09-26,Indie;Simulation;Sports;Early Access,windows,NAO
898590,Margonem,2019-02-20,Free to Play;Massively Multiplayer;RPG,windows,NAO
898650,The Shapeshifting Detective,2018-11-06,Adventure;Indie,windows;mac,NAO
898680,JUMP AND RUN - DON'T FALL,2018-09-18,Casual;Indie,windows,NAO
898690,Zombie,2018-07-25,Violent;Action;Casual;Indie;Simulation,windows,NAO
898740,Digital Resistance,2018-09-07,Action;Adventure;Indie,windows,NAO
898760,Clone Adventures,2018-08-27,Indie,windows,NAO
898780,Escape Game,2018-11-06,Adventure;Casual;Indie,windows,NAO
898830,In Your Realm,2018-08-17,Action;Indie;RPG,windows,NAO
898930,Pingball Ultra,2018-08-07,Action;Casual;Indie;Sports,windows,NAO
898940,VirtuaCreature,2018-08-07,Casual;Indie;RPG;Simulation,windows,NAO
898980,The Mine,2018-08-08,Free to Play;Indie,windows,NAO
899000,Warlords.io,2018-11-21,Action;Casual;Indie;Early Access,windows,NAO
899020,Chiptune DJ,2018-08-17,Indie,windows,NAO
899090,RiceCakers,2018-08-04,Action;Casual;Indie;Early Access,windows,NAO
899100,SUM,2018-07-28,Adventure;Casual;Indie;Simulation;Early Access,windows,NAO
899180,Voronium - Locust Sols,2018-11-16,Action;Indie;Strategy,windows,NAO
899190,A Piece of Wish upon the Stars,2018-11-04,Adventure;Indie;Simulation,windows,NAO
899200,Windstorm / Ostwind - Ari's Arrival,2019-03-28,Adventure;Simulation,windows,NAO
899220,Fly of butterfly,2018-08-29,Adventure;Casual;Indie;Simulation,windows;linux,NAO
899240,Tale of Palmi,2018-08-12,Action;Adventure,windows,NAO
899270,BlamBox,2018-10-02,Action;Casual;Indie,windows,NAO
899290,The night of fire stealing/盗火之夜,2018-08-15,Adventure;Free to Play;Indie,windows,NAO
899340,Mendel,2018-09-06,Indie;Simulation,windows;mac,NAO
899370,Quick Maths: addition and subtraction,2018-08-30,Casual;Indie;Simulation;Sports,windows,NAO
899390,Xenon Racer,2019-03-26,Action;Indie;Racing;Sports,windows,NAO
899440,GOD EATER 3,2019-02-07,Action,windows,NAO
899480,Girls Dance,2018-07-28,Sexual Content;Nudity;Casual;Indie;Simulation,windows,NAO
899530,Cosmi-Cave 64,2018-08-07,Action;Adventure;Casual;Free to Play;Indie,windows,NAO
899540,PROTEST,2018-10-03,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
899570,My First Music Workshop,2018-07-28,Indie;Simulation;Early Access,windows;mac,NAO
899590,Heliophobia,2018-10-18,Action;Adventure;Indie,windows;mac;linux,NAO
899610,"So,uh... a spaceship crashed in my yard.",Single-player;Steam Achievements;Full controller support,Archive Entertainment,NAO
899620,Chill Out,2018-07-28,Action;Adventure;Casual;Indie;Racing;Simulation,windows,NAO
899760,Her 她,2018-10-16,Casual;Indie;Simulation,windows,NAO
899930,Spaceball!,2018-08-20,Action;Free to Play;Indie;Sports;Early Access,windows;mac,NAO
899940,校园恋物语|Love in School,2018-07-27,Indie;RPG,windows,NAO
899960,The Greater Good,2018-10-23,Action;Adventure;Indie;RPG,windows,NAO
899970,NEKOPARA Extra,2018-07-26,Casual;Indie,windows,NAO
899990,LVN Fake News,2018-08-21,Sexual Content;Nudity,windows,NAO
900010,Meeple Station,2019-01-17,Casual;Indie;RPG;Simulation;Strategy;Early Access,windows;mac;linux,NAO
900020,Construction Truck Simulator,2018-08-24,Casual;Racing;Simulation,windows,NAO
900050,Amber's Airline - High Hopes,2018-09-03,Casual;Simulation,windows;mac,NAO
900270,Lonk's Adventure,2018-10-22,Adventure;Indie;Early Access,windows,NAO
900340,Terror,2018-10-02,Action;Adventure;Indie,windows,NAO
900370,Stockpile,2018-09-21,Casual;Indie;Strategy,windows;mac;linux,NAO
900380,Indian Summer,2018-11-20,Casual;Indie;Strategy,windows;mac;linux,NAO
900390,Algae,2018-08-21,Casual;Indie,windows;mac,NAO
900790,Bunny Minesweeper,2018-08-10,Casual;Indie;Simulation;Strategy,windows,NAO
901000,Serenade of the Sirens,2018-10-24,Action;Indie;Early Access,windows;mac;linux,NAO
901020,Adventure Portal,2018-10-31,Adventure;Indie;RPG;Early Access,windows,NAO
903040,The Castles of Burgundy,2019-02-27,Casual;Indie;Strategy,windows;mac;linux,NAO
903070,War.io : Survival Battle Royale,2018-07-26,Action;Casual;Indie,windows,NAO
903150,FALL 坠落之后,2018-08-16,Adventure;Indie,windows,NAO
903160,Wunderwaffe,2018-07-27,Action;Adventure;Indie;Simulation,windows,NAO
903180,Privateers,2019-04-18,Action;Indie;RPG;Strategy;Early Access,windows,NAO
903200,Vampirina's Nails,2018-07-16,Casual;Indie;Simulation,windows,NAO
903580,AstroViking,2018-08-10,Action;Indie,windows;mac;linux,NAO
903620,Everyday Baseball VR,2018-09-12,RPG;Simulation;Sports,windows,NAO
903640,Super Zombie Arcade,2018-10-05,Simulation,windows,NAO
903670,Dogs of War: Kill to Survive,2018-08-24,Action;Simulation;Early Access,windows,NAO
903680,conNEcT01,2018-07-27,Violent;Gore;Casual,windows,NAO
903710,Headshot VR,2018-11-07,Action;Indie;Massively Multiplayer;Early Access,windows,NAO
903730,AXIOM SOCCER,2019-04-11,Action;Casual;Free to Play;Indie;Racing;Sports;Early Access,windows,NAO
903740,Kings,2018-11-02,Casual;Indie;Strategy,windows,NAO
903760,BinaryBotsVR,2018-11-22,Adventure;Free to Play,windows,NAO
903780,Beast Agenda 2030,2019-03-26,Action;Adventure;Indie;RPG;Early Access,windows,NAO
903790,Card Battle Spirit Link,2018-09-09,Indie;Strategy;Early Access,windows,NAO
903830,Cash Rush,2018-08-17,Casual;Indie;Simulation;Strategy,windows,NAO
903850,Fairy Knights,2019-02-01,Indie;RPG,windows,NAO
904050,American University Life ~Welcome Week!~,2018-08-01,Sexual Content;Nudity;Casual;Indie,windows;mac;linux,NAO
904130,Defense: Abominations,2018-08-23,Action;Indie;Strategy,windows;mac;linux,NAO
904160,Ashes,2018-10-26,Action;Adventure;Casual;Indie,windows,NAO
904300,KOPICS,2018-08-10,Design & Illustration,windows,NAO
904310,Initial 2 : New Stage,2018-10-18,Action;Adventure;Indie;RPG,windows,NAO
904320,My Holiday,2018-08-21,Casual;Indie;RPG,windows,NAO
904340,Marbledrome: Crazy Stunt Balls,2018-08-13,Indie;Racing,windows,NAO
904430,Swing the cat,2018-10-15,Casual;Indie;Sports,windows,NAO
904440,Type Defense,2018-07-18,Casual;Indie;Strategy,windows;mac;linux,NAO
904500,Grompula,2018-09-06,Action;Free to Play;Indie,windows,NAO
904530,Erotic Jigsaw Challenge Vol 2,2018-08-07,Sexual Content;Nudity;Casual;Indie;Simulation;Strategy,windows,NAO
904540,Indiana Jones® and the Infernal Machine™,2018-11-16,Action;Adventure,windows,NAO
904550,Robot Chase,2018-08-01,Adventure;Casual;Indie,windows,NAO
904560,Flameruby,2018-08-12,Action;Free to Play;Indie,windows,NAO
904570,TOK,2018-11-15,Casual;Indie,windows,NAO
904600,Small Sister,2018-08-15,Casual;Indie;Strategy,windows,NAO
904680,HotHead,2018-10-05,Action;Indie,windows,NAO
904740,东方试闻广纪 ~ Perfect Memento of Touhou Question,2018-08-02,Casual;Indie,windows,NAO
904770,Divine Miracle Defense,2018-08-16,Casual;Indie;Strategy,windows,NAO
904780,DeepWeb,2018-09-20,Action;Indie,windows,NAO
904800,Ambition,2018-09-06,Free to Play;Indie;RPG,windows,NAO
904810,Ectolibrium,2019-01-30,Action;Adventure;Indie;Early Access,windows,NAO
904820,VR Jogger,2018-08-17,Casual;Simulation;Sports,windows,NAO
904860,25 Cadre of Death,2018-10-22,Violent;Gore;Action;Adventure;Indie;Simulation,windows,NAO
904890,Neverliria,2018-08-22,Adventure;Indie;Strategy,windows,NAO
904930,YOU - The Untold Stories,2018-10-24,Action;Adventure;Indie,windows,NAO
904940,Les 4 Alice: Lorange Journey,2018-08-13,Casual;Indie,windows;mac;linux,NAO
904950,Exodus,2018-08-20,Action;Adventure;Casual;Indie;Early Access,windows,NAO
904960,Cine Tracer,2018-09-28,Simulation;Early Access,windows;mac,NAO
904990,21+,2018-08-17,Casual,windows;mac;linux,NAO
905010,Draw Light,2018-08-09,Casual;Indie,windows,NAO
905020,Fort,2018-08-09,Violent;Action;Casual;Indie;Simulation,windows,NAO
905060,Turret Tech,2018-08-02,Action;Adventure,windows,NAO
905090,Pineview Drive - Homeless,2019-04-05,Action;Adventure,windows,NAO
905120,Son.Light.Sleepwalker,2018-08-13,Indie;Strategy;Early Access,windows;linux,NAO
905130,Doggo Dig Down,2018-11-12,Casual;Indie,windows;mac,NAO
905150,Trivia Quiz: All about everything!,2018-08-03,Casual;Indie,windows,NAO
905180,Inevitable VR,2018-08-19,Action;Adventure;Free to Play;Simulation,windows,NAO
905200,Anime Dress Up,2018-07-30,Casual;Indie;Simulation,windows,NAO
905220,Grim Earth,2019-04-18,Action;Adventure;Indie;Early Access,windows,NAO
905230,IQ Test,2018-09-14,Adventure;Casual;Free to Play;Indie;Simulation;Sports;Strategy,windows,NAO
905260,Hags Castle,2018-08-02,Action;Adventure;Indie,windows,NAO
905300,Daytona Racing,2018-08-08,Casual;Indie;Racing,windows;mac;linux,NAO
905330,oOo: Ascension,2018-09-26,Action;Indie;Racing,windows;mac;linux,NAO
905350,Bang Bang Fruit 3,2018-07-31,Casual;Indie,windows,NAO
905370,Conqueror's Blade,2019-05-01,Action;Free to Play;Massively Multiplayer;RPG;Strategy,windows,NAO
905380,RPG纪元 RpgEra,2019-03-11,Adventure;Casual;Indie;RPG;Strategy;Early Access,windows;mac;linux,NAO
